,hotel_star,hotel_address,reviews_count,quality
208,5,carrerdelduc15ciutatvella08002barcelonaspain,870 reviews,Excellent 
209,5,vialaietana49ciutatvella08003barcelonaspain,"1,956 reviews",Excellent 
210,5,granviadelescortscatalanes619621eixample08007barcelonaspain,400 reviews,Excellent 
211,5,ramblas111ciutatvella08002barcelonaspain,236 reviews,Very Good 
212,5,ramblacatalunya26eixample08007barcelonaspain,"2,494 reviews",Very Good 
213,5,granvadelescortscatalanes670eixample08010barcelonaspain,149 reviews,Very Good 
214,5,larambla105ciutatvella08002barcelonaspain,388 reviews,Excellent 
215,5,granviadelescortscatalanes668eixample08010barcelonaspain,"1,180 reviews",Wonderful 
216,5,29passeigdegrciaeixample08007barcelonaspain,701 reviews,Excellent 
217,5,passeigdegrcia3840eixample08007barcelonaspain,270 reviews,Wonderful 
218,5,sansever5ciutatvella08002barcelonaspain,149 reviews,Wonderful 
219,5,pauclars122eixample08009barcelonaspain,145 reviews,Very Good 
220,5,avingudafrancesccambo14ciutatvella08003barcelonaspain,158 reviews,Excellent 
221,5,vialaietana30ciutatvella08003barcelonaspain,993 reviews,Excellent 
222,5,carrerdarag300eixample08009barcelonaspain,971 reviews,Excellent 
223,5,passeigdegracia68eixample08007barcelonaspain,"1,327 reviews",Excellent 
224,5,delslledo7ciutatvella08003barcelonaspain,138 reviews,Wonderful 
225,5,plaareial1ciutatvella08001barcelonaspain,512 reviews,Very Good 
226,5,pauclaris150eixample08009barcelonaspain,"1,056 reviews",Very Good 
227,5,paseodegracia75eixample08008barcelonaspain,853 reviews,Wonderful 
228,5,mallorca269271eixample08008barcelonaspain,264 reviews,Wonderful 
229,5,riudarenes7ciutatvella08002barcelonaspain,138 reviews,Wonderful 
230,5,rambladecatalunya104eixample08008barcelonaspain,506 reviews,Wonderful 
231,5,277carrerdeprovenaeixample08037barcelonaspain,"1,181 reviews",Wonderful 
232,5,passeigdecolom9ciutatvella08002barcelonaspain,355 reviews,Wonderful 
233,5,rossell265eixample08008barcelonaspain,458 reviews,Very Good 
234,5,crsega289eixample08008barcelonaspain,"1,280 reviews",Excellent 
235,5,passeigdegracia132grcia08008barcelonaspain,966 reviews,Excellent 
236,5,plazacarlosibaez3santsmontjuc08038barcelonaspain,"1,231 reviews",Good 
237,5,molldebarcelonawtcciutatvella08039barcelonaspain,"3,869 reviews",Very Good 
239,5,avenidalitoral10ciutatvella08005barcelonaspain,242 reviews,Excellent 
240,5,marina192108005barcelonaspain,"1,360 reviews",Very Good 
241,5,avenidasarri50lescorts08029barcelonaspain,"1,205 reviews",Very Good 
242,5,avenidaderoma4santsmontjuc08014barcelonaspain,720 reviews,Very Good 
243,5,plaarosadelsvents1passeigjoandeborbociutatvella08039barcelonaspain,"4,330 reviews",Very Good 
244,5,lopedevega141santmart08005barcelonaspain,516 reviews,Very Good 
245,5,doctorcarulla25sarristgervasi08017barcelonaspain,253 reviews,Wonderful 
246,5,avenidatibidabo1sarristgervasi08022barcelonaspain,208 reviews,Wonderful 
247,5,placadepiusxii4lescorts08028barcelonaspain,"1,773 reviews",Excellent 
248,5,avingudadeltibidabo32sarristgervasi08022barcelonaspain,572 reviews,Wonderful 
249,5,carreteravallvidreratibidabo8393hortaguinard08035barcelonaspain,571 reviews,Excellent 
